,Rating,Boxer,Country,Weight,Ceiling,Action,Promoter,Trainer,Sex
307,308,"Fukuhara, Tatsuya",JP,105,2.0,3.0,,,Male
308,309,"Fuzile, Azinga",ZA,130,2.0,3.0,Rumble Africa,"Njekanye, Mzamo",Male
309,310,"Giyasov, Shakhram",UZ,140,2.0,4.0,Matchroom,"Diaz, Joel",Male
310,311,"Glowacki, Krzysztof",PL,200,2.0,3.0,,"Lapin, Fiodor",Male
311,312,"Gonzalez, Joet",US,126,2.0,3.0,Top Rank,"Gonzalez, Jose",Male
312,313,"Gonzalez, Jonathan",PR,112,2.0,3.0,,,Male
313,314,"Goulamirian, Arsen",FR,200,2.0,3.0,Univent,"Sanchez, Abel",Male
314,315,"Gutierrez, Andres",MX,130,2.0,3.0,Pueblo,"Diaz, Joel",Male
315,316,"Gutierrez, Roger",VE,130,2.0,3.0,Golden Boy,"Centeno, Enrique",Male
316,317,"Harris , Jay",GB,112,2.0,4.0,MTK Global,"Harris, Peter",Male
317,318,"Hart, Jesse",US,175,2.0,3.0,,"Jenkins, Fred",Male
318,319,"Hatanaka, Kento ",JP,112,2.0,3.0,Hatanaka,,Male
319,320,"Heno, Edward ",PH,108,2.0,4.0,,"Durano, Roel",Male
320,321,"Hernandez, Rocky",MX,130,2.0,4.0,Probellum,"Robles, Manny",Male
321,322,"Hisada, Tetsuya",JP,108,2.0,3.0,,"Miyazaki, Yosuke",Male
322,323,"Hovhannisyan, Azat",AM,122,2.0,4.0,Golden Boy,"Garcia, Robert",Male
323,324,"Hutchinson, Willy",GB,175,2.0,4.0,Queensberry,"Ingle, Dominic",Male
324,325,"Inoue, Takuma",JP,118,2.0,3.0,Ohashi,"Inoue, Shingo",Male
325,326,"Islam, Kanat",KZ,160,2.0,3.0,Qazaq,,Male
326,327,"Iwasa, Ryosuke",JP,122,2.0,3.0,,"Kobayashi, Shoji",Male
327,328,"Iwata, Shokichi",JP,108,2.0,4.0,Teiken,,Male
328,329,"Jimenez, Norbelto",DO,115,2.0,3.0,Shuan,"Perez, Luis",Male
329,330,"Johnson, Tureano",BS,160,2.0,4.0,,"Rozier, Andre",Male
330,331,"Kalkreuth, Tristan ",US,200,2.0,4.0,Golden Boy,"Shields, Ronnie",Male
331,332,"Kameda, Tomoki",JP,122,2.0,2.0,,"Suzuki, Kyosuke",Male
332,333,"Kamilov, Ruslan",RU,130,2.0,3.0,RCC,,Male
333,334,"Kashinsky, Yury ",RU,200,2.0,2.0,RCC,"Popov, Nikolay",Male
334,335,"Kimura, Sho",JP,108,2.0,3.0,,"Ariyoshi, Masayuki",Male
335,336,"Korobov, Matvey",US,160,2.0,3.0,PBC,"Mooney, Charles",Male
336,337,"Lebron, Henry",PR,130,2.0,3.0,Top Rank,,Male
337,338,"Lee, Brandun ",US,140,2.0,4.0,D&amp;D,"Lee, Bobby",Male
338,339,"Lopez, Adam",US,126,2.0,4.0,Top Rank,"Castaneda, Ivan",Male
339,340,"Magdaleno, Jessie ",US,126,2.0,2.0,Top Rank,"Capetillo, Jorge",Male
340,341,"Marrero, Claudio",DO,130,2.0,3.0,PBC,"DeLeon Jr, Carlos",Male
341,342,"Martin, Sandor ",ES,140,2.0,2.0,Matchroom,"Martin, Rafael",Male
342,343,"Martinez, Xavier",US,130,2.0,4.0,Top Rank,"Woods, Ray",Male
343,344,"Masoud, Shabaz",GB,126,2.0,3.0,Probellum,"Masoud, Tahir",Male
344,345,"Matias, Subriel",PR,140,2.0,5.0,Fresh Productions,"Trinidad, Freddy ",Male
345,346,"McCarthy, Tommy",GB,200,2.0,3.0,Matchroom,"Taylor, Pete",Male
346,347,"McGregor, Lee",GB,118,2.0,4.0,Matchroom,"Davison, Ben",Male
347,348,"Mchunu, Thabiso",ZA,200,2.0,3.0,,"Smith, Sean",Male
348,349,"McKenna, Tyrone",GB,140,2.0,4.0,MTK Global,"Taylor, Pete",Male
349,350,"Melikuziev, Bektemir",UZ,168,2.0,4.0,Golden Boy,"Diaz, Joel",Male
350,351,"Melindo, Milan",PH,112,2.0,2.0,,"Villamor, Edito",Male
351,352,"Merhy, Ryad",BE,200,2.0,4.0,RCC,"Bermudez, Hector",Male
352,353,"Mimoune, Mohamed",FR,140,2.0,4.0,MK Events,"Oumiha, Mehdi",Male
353,354,"Moloney, Andrew",AU,115,2.0,4.0,Top Rank,"Hyder, Angelo",Male
354,355,"Murata, Ryota",JP,160,2.0,4.0,Top Rank,"Tanaka, Sendai",Male
355,356,"Nova, Abraham",US,126,2.0,3.0,Top Rank,"DeLuca, Mark",Male
356,357,"Noynay, Joe",PH,130,2.0,3.0,,"Elorde, Bebot",Male
357,358,"Obbadi, Mohammed",IT,112,2.0,3.0,OPI Since 82,"Bundu, Leonard",Male
358,359,"Ornelas, Max",US,118,2.0,4.0,RJJ,"Martinez, Gil",Male
359,360,"Palicte, Aston",PH,115,2.0,3.0,RJJ,"Mayol, Rodel",Male
360,361,"Parker, Zach",GB,168,2.0,3.0,Queensberry,"Mann, Paul",Male
361,362,"Payano, Juan Carlos",DO,118,2.0,3.0,PBC,"Caicedo, Herman",Male
362,363,"Pedraza, Jose",PR,140,2.0,3.0,Top Rank,"Espada, Luis",Male
363,364,"Petalcorin, Randy",PH,108,2.0,3.0,Sanman,"Velendez, Jose",Male
364,365,"Price, Hopey",GB,122,2.0,3.5,Matchroom,"Coldwell, Dave",Male
365,366,"Ramirez, Eduardo",MX,130,2.0,4.0,PBC,"Montiel, Manuel",Male
366,367,"Ramirez, Robeisy",CU,126,2.0,3.0,Top Rank,"Salas, Ismael",Male
367,368,"Riakporhe, Richard",GB,200,2.0,2.0,Boxxer,"Tibbs, Mark",Male
368,369,"Richards, Craig",GB,175,2.0,3.0,Matchroom,"Sims, Peter",Male
369,370,"Richards, Lerrone",GB,168,2.0,2.0,Matchroom,"Coldwell, Dave",Male
370,371,"Rios, Ronny",US,122,2.0,4.0,Golden Boy,"Lopez, Hector",Male
371,372,"Roach Jr, Lamont",US,130,2.0,2.0,Golden Boy,"Roach, Lamont",Male
372,373,"Rodriguez, Julian",US,140,2.0,4.0,,"Devia, Alex",Male
373,374,"Rosales, Cristofer",NI,112,2.0,4.0,M&amp;R,"Fernandez, Osmiri",Male
374,375,"Russell, Gary Antonio",US,118,2.0,3.0,PBC,"Russell Jr, Gary",Male
375,376,"Russell, Gary Antuanne",US,140,2.0,5.0,PBC,"Russell Sr, Gary",Male
376,377,"Salamov, Umar",RU,175,2.0,3.0,Top Rank,"Barry, Kevin",Male
377,378,"Saludar, Vic ",PH,105,2.0,3.0,,"Palacios, Jojo",Male
378,379,"Salva, Samuel",PH,105,2.0,3.0,,"Jimenez, Raffy",Male
379,380,"Sandoval, Ricardo",US,112,2.0,4.0,,"Torres, Jose",Male
380,381,"Shishkin, Vladimir",RU,168,2.0,3.0,Salita,"Harrison, L.J. ",Male
381,382,"Simpson, Lorenzo",US,160,2.0,3.0,,"Ford, Calvin",Male
382,383,"Sor Rungvisai, Nawaphon",TH,118,2.0,4.0,,,Male
383,384,"Sosa, Jason ",US,130,2.0,3.0,,"Rivas, Raul",Male
384,385,"Soto, Elwin",MX,108,2.0,4.0,Matchroom,"Pacheco, Agusto",Male
385,386,"Stepien, Pawel",PL,175,2.0,3.0,Knockout Promotions,,Male
386,387,"Sulecki, Maciej",PL,160,2.0,2.0,,"Wilczewski, Piotr",Male
387,388,"Tabiti, Andrew",US,200,2.0,2.5,Mayweather,"Pimpleton, Otis",Male
388,389,"Taconing, Jonathan",PH,108,2.0,3.0,,"Balaran, Eddie",Male
389,390,"Taduran, Pedro",PH,105,2.0,5.0,,"Macalos, Tacy",Male
390,391,"Tete, Zolani",ZA,118,2.0,2.0,Queensberry,"Mtya, Loyiso",Male
391,392,"Thompson, Shakiel",GB,160,2.0,2.0,Queensberry,"Etches, Adam",Male
392,393,"Turarov, Zhankosh",KZ,140,2.0,3.0,MTK Global,,Male
393,394,"Valladares, Daniel",MX,108,2.0,4.0,Zanfer,,Male
394,395,"Vargas, Josue",US,140,2.0,3.0,Top Rank,"Vargas, Elario",Male
395,396,"Vazquez, Miguel",MX,140,2.0,2.0,,"Vazquez, Angel",Male
396,397,"Vega, Axel",MX,108,2.0,3.0,All Star Boxing,"Caballero, Alfredo",Male
397,398,"Velasquez, Jose",CL,118,2.0,4.0,,"Velasquez, Pedro",Male
398,399,"Velazquez, Joselito",MX,112,2.0,4.0,Zanfer,"Roach, Freddie",Male
399,400,"Vlasov, Maksim",RU,175,2.0,3.0,Top Rank,"Petrochenko, Viktor",Male
400,401,"Ward, Thomas Patrick",GB,122,2.0,3.0,,"Fannan, Neil",Male
401,402,"Warrington, Josh",GB,126,2.0,4.0,Matchroom,"O'Hagan, Sean",Male
402,403,"Waseem, Muhammad ",PK,112,2.0,3.0,Probellum,"Vaughan, Danny",Male
403,404,"Williams, Austin",US,160,2.0,4.25,Matchroom,"Cunningham, Kevin",Male
404,405,"Williams, Liam",GB,160,2.0,4.0,Probellum,,Male
405,406,"Williams, Tramaine",US,122,2.0,3.0,Roc Nation,"Clark, Brian",Male
406,407,"Wood , Leigh ",GB,126,2.0,4.0,Matchroom,"Davison, Ben",Male
407,408,"Yaqubov, Muhammadkhuja",TJ,130,2.0,3.0,RCC,,Male
408,409,"Zaurbek, Sultan",KZ,130,2.0,3.0,MTK Global,"Fernandez, Angel",Male
409,410,"Zavala , Christopher",US,130,2.0,3.0,,"Robles, Manny",Male
410,411,"Bursak, Maksym",UA,168,2.0,3.0,,,Male
411,412,"Lino, Joel",PH,105,2.0,4.0,,,Male
412,413,"Andales, ArAr",PH,105,2.0,4.0,,"Labandia, Jun",Male
413,414,"Leo, Angelo",US,122,2.0,4.0,PBC,"Leo, Miguel",Male
414,415,"Diaz, Christopher",PR,126,2.0,2.0,Top Rank,"Roach, Freddie",Male
415,416,"Guzman, Jonathan",DO,122,2.0,3.0,Top Rank,"Bermudez, Hector",Male
416,417,"Alvarez, Elieder",CO,175,2.0,2.5,,"LaRouche, Stephan",Male
417,418,"Love, Montana",US,140,2.0,3.0,Matchroom,"Montgomery, Terence",Male
418,419,"Kossobutskiy, Zhan",KZ,HWT,2.0,3.25,Universum,,Male
419,420,"Doheny, T.J.",AU,122,2.0,3.0,,"Bermudez, Hector",Male
420,421,"Murdock, Rohan",AU,168,2.0,3.0,,"Carden, Chris",Male
421,422,"Urvanov, Mark",RU,130,2.0,3.0,RCC,,Male
422,423,"Sigqibo, Yanga",ZA,115,2.0,3.0,Rumble Africa,"Witbooi, Spokes",Male
423,424,"Malindi, Ronald",ZA,118,2.0,3.0,Rumble Africa,"Pailman, Bernie",Male
424,425,"Loreto, Rey",PH,105,2.0,4.0,,,Male
425,426,"Uzcategui, Jose",VE,168,2.0,3.0,Zanfer,"Cital, Jose",Male
426,427,"Thompson, Lionell",US,168,2.0,3.0,Mayweather,"Patterson, Donald",Male
427,428,"Jack, Badou",SE,200,2.0,3.0,Probellum,"Banks, Johnathan",Male
428,429,"Henrik, Artur",DE,168,2.0,4.0,SES,,Male
429,430,"Dogboe, Isaac",GB,126,2.0,4.0,,"Hunter, Barry",Male
430,431,"Ruenroeng, Amnat",TH,115,2.0,3.0,,,Male
431,432,"Gill, Jordan",GB,126,2.0,3.0,Matchroom,"Coldwell, Dave",Male
432,433,"Smith, Dalton",GB,140,2.0,4.0,Matchroom,"Smith, Grant",Male
433,434,"Espinoza, Ricardo",MX,122,2.0,4.0,All Star Boxing,,Male
434,435,"Ragan, Duke",US,126,2.0,3.0,Top Rank,"Koroma, Kay",Male
435,436,"Nelson, Steven",US,168,2.0,3.0,Top Rank,"McIntyre, Brian",Male
436,437,"Ziani, Samir",FR,130,2.0,4.0,,"Bennama, Mohamed",Male
437,438,"Breedy, Cobia",BB,126,2.0,3.0,,"Seymour, Floyd",Male
438,439,"Gonzalez, Israel",MX,118,2.0,3.0,,"Amador, Christian",Male
439,440,"Buitrago, Carlos",NI,108,2.0,3.0,Miguel Cotto,,Male
440,441,"Papeschi, Sebastian",AR,160,2.0,3.0,Sampson,,Male
441,442,"Catterall, Jack ",GB,140,2.0,2.0,Queensberry,"Moore, Jamie",Male
442,443,"Gonzalez, Yunieski",CU,175,2.0,4.0,,"Gonzalez, Eufracio",Male
443,444,"McKenna, Stephen",IE,140,2.0,4.5,Hennessy,,Male
444,445,"Rosa, Erick",DO,105,2.0,4.0,Shuan,,Male
445,446,"Baez, Eduardo",MX,122,2.0,4.0,,"Caballero, Marcos",Male
446,447,"Lemos, Gustavo",AR,140,2.0,4.0,O R Promotions,,Male
447,448,"Lerena, Kevin",ZA,200,2.0,3.0,DiBella,"Smith, Peter",Male
448,449,"Gaballo, Reymart",PH,118,2.0,3.0,M&amp;R,"Fernandez, Osmiri",Male
449,450,"Nunez, Luis",DO,126,2.0,4.0,Sampson,"Betancourt, Chelo",Male
450,451,"Puello, Alberto",DO,140,2.0,3.0,Shuan,,Male
451,452,"Kriel, Deejay",ZA,108,2.0,3.0,,"Harmon, Derrick",Male
452,453,"Oberlton, Atif",US,175,2.0,3.0,Kings,"Baker, Shar'ron",Male
453,454,"Barthelemy, Rances",CU,140,2.0,2.0,PBC,"Diaz, Pedro",Male
454,455,"Martinez, Kiko",ES,126,2.0,3.0,MaravillaBox,"Rodriguez, Tinin",Male
455,456,"Lara, Mauricio",MX,126,2.0,4.0,,"Lara, Gerardo",Male
456,457,"Diaz, Floyd",US,118,2.0,3.0,Top Rank,"Diaz, Mike",Male
457,458,"Isley, Troy",US,160,2.0,3.0,Top Rank,"Koroma, Kay",Male
458,459,"Nyika, David",NZ,200,2.0,3.0,,,Male
459,460,"Kunkabayev, Kamshybek",KZ,200,2.0,3.0,MTK Global,,Male
460,461,"Arroyo, McWilliams",PR,112,2.0,3.0,,"Otero, Anthony",Male
461,462,"Chevalier, Bryan",PR,126,2.0,4.0,Miguel Cotto,,Male
462,463,"Martinez, Jose",PR,118,2.0,3.0,Miguel Cotto,,Male
463,464,"Silyagin, Pavel",RU,168,2.0,4.0,Patriot,,Male
464,465,"Harrison, Monika",US,HWT,2.0,3.0,,,Female
465,466,"Cornejo, Maricela",US,160,2.0,3.0,,"McGirt, Buddy",Female
466,467,"Gonzalez, Cristian",MX,112,2.0,3.0,,,Male
467,468,"Valverde, Estrella",MX,118,2.0,3.0,,,Female
468,469,"Zrazhevskaya, Tatyana",RU,118,2.0,3.0,,,Female
469,470,"Nietes, Donnie",PH,115,2.0,2.0,Probellum,"Villamor, Edmund",Male
470,471,"Espinoza, Alexander",NI,118,2.0,4.0,,,Male
471,472,"Courtenay, Shannon",GB,122,2.0,4.0,Matchroom,"Iqbal, Huzaifah",Female
472,473,"Bridges, Ebanie",AU,118,2.0,5.0,Matchroom,"Tibbs, Mark",Female
473,474,"Rodriguez, Jonathan Javier",MX,115,2.0,4.0,,"Rodriguez, Marco Antonio",Male
474,475,"Gauto, Agustin",AR,108,2.0,4.0,O R Promotions,,Male
475,476,"Mbilli, Christian",FR,168,2.0,4.0,,"Decarie, Sam",Male
476,477,"Mrdjenovich, Jelena",CA,126,2.0,3.0,,"Banks, Johnathan",Female
477,478,"Johnson, Callum",GB,175,2.0,4.0,Queensberry,"Gallagher, Joe",Male
478,479,"Tapales, Marlon",PH,126,2.0,3.0,,"Mayol, Rodel",Male
479,480,"Takayama, Katsunari",JP,108,2.0,4.0,,,Male
480,481,"Sims Jr, Kenneth",US,140,2.0,3.0,,"Sims Sr, Kenneth",Male
481,482,"Bermudez, Esteban ",MX,108,2.0,4.0,Greg Cohen,,Male
482,483,"Ali, Ramla",SO,126,2.0,3.0,Matchroom,"Clayton, Joby",Female
483,484,"Jukembayev, Batyrzhan ",KZ,140,2.0,3.0,,"Robles, Manny",Male
484,485,"Hunter, April",GB,147,2.0,3.0,,"McNally, Joe",Female
485,486,"Ponce, Jeremias",AR,140,2.0,4.0,Universum,"Iglesias, Patricio",Male
486,487,"Bustos, Victoria Noelia",AR,140,2.0,3.0,O R Promotions,,Female
487,488,"Alameda, Aaron ",MX,122,2.0,3.0,Pueblo,"Bravo, Arnold",Male
488,489,"Rosado, Gabriel",US,160,2.0,3.0,,"Roach, Freddie",Male
489,490,"Hernandez, Melissa",PR,140,2.0,3.0,,"Taylor, Leon",Female
490,491,"Matellon, Daniel",CU,108,2.0,3.0,,"Mosquera, Juan",Male
491,492,"Argumedo, Jose",MX,108,2.0,4.0,,"Aguilar, Kevin",Male
492,493,"Cordova, Joel",MX,112,2.0,4.0,,"Garcia, Juan",Male
493,494,"Glanton, Brandon",US,200,2.0,4.0,,"Jones, Jason",Male
494,495,"Munoz, Kevin",AR,115,2.0,3.0,O R Promotions,,Male
495,496,"Demarco, Tamara",AR,108,2.0,3.0,,,Female
496,497,"Lopez, Debora Anahi",AR,112,2.0,2.0,Argentina Boxing,,Female
497,498,"Abellaneda, Yamila",AR,135,2.0,3.0,Argentina Boxing,,Female
498,499,"Yamauchi, Ryota",JP,112,2.0,3.0,,,Male
499,500,"Tsunami, Tenkai",JP,108,2.0,3.0,,"Yamaki, Toshihiro",Female
500,501,"Garcia, Hector",DO,126,2.0,3.0,,"Salas, Ismael",Male
501,502,"Lescurat, Clara",AR,112,2.0,4.0,,,Female
502,503,"Gangloff, Mailys",FR,118,2.0,3.0,,"Lamare, Miriam",Female
503,504,"Lopez, Luis Alberto",MX,130,2.0,3.0,Top Rank,,Male
504,505,"Gonzalez, Jessica",MX,118,2.0,3.0,,,Female
505,506,"Gholam, Moussa",MA,130,2.0,4.0,,"Gallego, Emiliano",Male
506,507,"Romero, Mary",ES,122,2.0,4.0,,"Ponce, Francisco",Female
507,508,"Anderson, Chelsey",US,135,2.0,4.0,,"Chavez, Bobby",Female
508,509,"Bas, Beke",DE,135,2.0,3.0,,,Female
509,510,"Jones, Ebonie",GB,118,2.0,3.0,Boxxer,"Edwards, Johnny",Female
510,511,"McGrail, Peter",GB,126,2.0,3.0,Probellum,"Stevenson, Paul",Male
511,512,"Cuello, Mirco",AR,122,2.0,4.0,,,Male
512,513,"Mendoza, Michael",PH,112,2.0,3.0,,,Male
513,514,"Nazarov, Olimjon",UZ,112,2.0,3.0,,,Male
514,515,"Tada, Etsuko",JP,105,2.0,3.0,,,Female
515,516,"Nguyen, Nhi",VN,105,2.0,3.0,,,Female
516,517,"Rozicki, Ryan",CA,200,2.0,4.0,,,Male
517,518,"Thompson, Jordan",GB,200,2.0,3.0,Matchroom,"Charles, Don",Male
518,519,"Scotney, Ellie",GB,122,2.0,3.25,Matchroom,"McGuigan, Shane",Female
519,520,"Sultan, Jonas",PH,118,2.0,4.0,,"Jimenez, Joven",Male
520,521,"Aguilar, Luz",MX,112,2.0,3.0,,,Female
521,522,"Medina, Christian",MX,118,2.0,4.0,,,Male
522,523,"Chapman, Raven ",GB,126,2.0,4.0,Stefy Bull,"Scott, Stuart",Female
523,524,"Harper, Terri",GB,130,2.0,3.0,Matchroom,"Bull, Stefy",Female
524,525,"Scull, William",CU,168,2.0,3.0,Agon,"Aldama, Franquis",Male
525,526,"Flores, Hector Gabriel",MX,108,2.0,4.0,,,Male
526,527,"Esquivel, Jessica",MX,126,2.0,3.0,,"Santos, Marcos",Female
527,528,"Ogawa, Kenichi",JP,130,2.0,3.0,Matchroom,"Tanaka, Sendai",Male
528,529,"Santiago, Alexandro",MX,118,2.0,3.0,Paco Presents,"Quirarte, Romulo",Male
529,530,"Carmona, Samuel",ES,112,2.0,4.0,,,Male
530,531,"Paradero, Robert",PH,105,2.0,3.0,,,Male
531,532,"Granadino, Ayelen",AR,112,2.0,2.0,,,Female
532,533,"Gomez, Debora",AR,112,2.0,3.0,,,Female
533,534,"Estudella, Mayco",AR,126,2.0,4.0,,,Male
534,535,"Ergashev, Shohjahon",UZ,140,2.0,5.0,Salita,"Steward, SugarHill",Male
535,536,"Guanini, Jorgelina",AR,122,2.0,4.0,,,Female
536,537,"Kushitashvili, Georgii",RU,175,2.0,4.5,,,Male
537,538,"Santillan, Giovani",US,147,1.99,3.75,Top Rank,"Santillan, Guillermo",Male
538,539,"Zhang, Zhilei",CN,HWT,1.99,3.0,Matchroom,"George, Shaun",Male
539,540,"Eranosyan, Otar",GE,135,1.99,4.0,,"Ibragimov, Timur",Male
540,541,"Conway, Kieron",GB,154,1.98,3.0,Matchroom,"Conway, James",Male
541,542,"Nunez, Ricardo",PA,135,1.98,3.0,,,Male
542,543,"Johnson, Tiger ",US,147,1.98,4.0,Top Rank,"Sefo, Renard",Male
543,544,"Tanajara, Hector",US,135,1.97,3.0,,"Garcia, Robert",Male
544,545,"Fowler, Anthony ",GB,154,1.96,2.75,Matchroom,"McGuigan, Shane",Male
545,546,"Rocha, Alexis",US,147,1.96,3.25,Golden Boy,"Lopez, Hector",Male
546,547,"Sheeraz, Hamzah",GB,154,1.96,3.0,Queensberry,"Funez, Ricky",Male
547,548,"Cabrera, Giovanni",US,135,1.96,2.0,,"Roach, Freddie",Male
548,549,"Kownacki, Adam ",PL,HWT,1.95,4.17,PBC,"Trimble, Keith",Male
549,550,"Valenzuela, Jose",US,135,1.95,3.0,,"Benavidez, Jose",Male
550,551,"Lejarraga, Kerman",ES,154,1.94,4.0,MGZ,"Larrinaga, Ibon",Male
551,552,"Curiel, Raul ",MX,147,1.92,4.0,Golden Boy,"Roach, Freddie",Male
552,553,"Faust, Victor",UA,HWT,1.92,4.0,ECB,,Male
553,554,"Torres, Ruben",US,135,1.91,4.0,Thompson,"Zamora, Danny",Male
554,555,"Duarte, Oscar",MX,135,1.9,4.0,,"Diaz, Joel",Male
555,556,"Walker, Eric ",US,154,1.9,3.0,DiBella,,Male
556,557,"Ramos, Abel",US,147,1.9,3.0,PBC,"Ramos, Jesus",Male
557,558,"Breazeale, Dominic",US,HWT,1.9,3.0,PBC,"Sanchez, Abel",Male
558,559,"Formella, Sebastian",DE,147,1.89,3.0,ECB,"Haupt, Mark",Male
559,560,"Giron, Rene Tellez",MX,135,1.89,3.0,,"Arellano, Bonifacio",Male
560,561,"Tennyson, James",GB,135,1.88,4.0,Matchroom,"Dunlop, Tony",Male
561,562,"Abreu, Juan Carlos",DO,154,1.88,3.0,Paco Presents,"Bermudez, Hector",Male
562,563,"Dychko, Ivan",KZ,HWT,1.88,4.0,Probellum,,Male
563,564,"Conto, Sonny",US,HWT,1.87,4.0,Top Rank,"Conto, Frank",Male
564,565,"Magdaleno, Diego",US,135,1.87,3.0,PBC,"Adams, Bones",Male
565,566,"Gesta, Mercito",PH,135,1.87,3.5,,"Somodio, Marvin",Male
566,567,"Cota, Jorge",MX,154,1.86,4.0,Sampson,"Montiel, Manuel",Male
567,568,"Essuman, Ekow",GB,147,1.86,3.0,Queensberry,"Brown, Barrington",Male
568,569,"Albright, Nahir",US,135,1.86,3.25,,,Male
569,570,"Balderas, Carlos",US,135,1.85,3.0,Top Rank,"McGirt, Buddy",Male
570,571,"Cobbs, Blair",US,147,1.84,3.5,Golden Boy,"Roach, Freddie",Male
571,572,"Gallimore, Nathaniel",US,154,1.84,3.0,,"Hernandez, George",Male
572,573,"Cully, Gary",IE,135,1.84,3.75,MTK Global,"Taylor, Pete",Male
573,574,"McKinson, Michael",GB,147,1.83,2.0,Matchroom,"Ballingall, Michael",Male
574,575,"Lewis, Daniel",AU,154,1.82,4.0,,"Shaw, Graham",Male
575,576,"Shaw, Stephan",US,HWT,1.82,3.0,DiBella,"Abdullah, Basheer",Male
576,577,"Ramirez, Roberto ",MX,135,1.82,3.0,Paco Presents,,Male
577,578,"Williams, Terrel",US,147,1.81,3.0,,"Pullman, John",Male
578,579,"del los Santos, Leonel",DO,135,1.81,4.0,,,Male
579,580,"Demirezen, Ali Eren",TR,HWT,1.8,3.25,ECB,,Male
580,581,"Zewski, Mikael",CA,147,1.8,3.0,GYM,"Zewski, Jean",Male
581,582,"Straffon, Jovanni",MX,135,1.8,3.0,Miura,"Vazquez, Miguel",Male
582,583,"Chaniev, Isa",RU,135,1.79,3.0,,,Male
583,584,"Figueroa Jr, Omar",US,147,1.78,3.0,PBC,"Diaz, Joel",Male
584,585,"Vendetti, Greg ",US,154,1.78,3.0,Murphys,"Ricciardi, Joey",Male
585,586,"Morales, Carlos",US,135,1.77,3.0,,"Rivera, Joey",Male
586,587,"Shelestyuk, Taras",UA,147,1.77,2.0,Probellum,"Chia, Julian",Male
587,588,"Dutchover, Michael",US,135,1.76,3.0,Thompson,"Zamora, Danny",Male
588,589,"Edisultanov, Islam",RU,154,1.76,3.0,,,Male
589,590,"Jennings, Bryant",US,HWT,1.76,2.0,,"Jackson, John David",Male
590,591,"Noakes, Sam",GB,135,1.75,3.0,Queensberry,"Smith, Alan",Male
591,592,"DeLoach, Justin ",US,147,1.75,3.0,PBC,"Clark, Sylvester",Male
592,593,"Mati, Reshat",US,147,1.74,4.0,Matchroom,"Sosa, Aureliano",Male
593,594,"Spencer, Joey",US,154,1.74,3.0,PBC,"Spencer, Jason",Male
594,595,"Vargas, Francisco",MX,135,1.74,3.0,,"Jimenez, Alejandro",Male
595,596,"Kongo, Chris",GB,147,1.72,3.0,Boxxer,"Davison, Ben",Male
596,597,"Saidi, Jama",DE,154,1.72,3.0,Agon,"Aldama, Franquis",Male
597,598,"Tucker, Jahi",US,147,1.71,3.0,Top Rank,"Tucker, Makonnan",Male
598,599,"Zlaticanin, Dejan",ME,135,1.71,3.0,,,Male
599,600,"Kulakhmet, Tursynbay",KZ,154,1.7,3.0,MTK Global,"Moore, Jamie",Male
600,601,"Madera, Will",US,135,1.7,3.0,Liveco,,Male
601,602,"Pero, Lenier",CU,HWT,1.7,3.75,,"Garbey, Ramon",Male
602,603,"Duno, Romero",PH,135,1.69,3.25,,"Mayol, Rodel",Male
603,604,"Bunch, Shinard",US,147,1.69,2.0,Sampson,"Rivas, Raul",Male
604,605,"Franklin, Jermaine",US,HWT,1.68,2.0,Salita,"Addison, Jesse",Male
605,606,"Murtazaliev, Bakhram",RU,154,1.68,3.0,Main Events,"Hunter, Virgil",Male
606,607,"Gomez, Christian",MX,147,1.68,3.25,,"Gomez, Roberto",Male
607,608,"Burns, Ricky ",GB,135,1.67,1.75,Probellum,"Sims, Tony",Male
608,609,"Taylor, Marquis",US,147,1.67,3.0,,,Male
609,610,"Rodriguez, Elvis",DO,140,1.67,3.0,PBC,"Roach, Freddie",Male
610,611,"Adeleye, David",GB,HWT,1.66,3.0,Queensberry,"Greaves, Frank",Male
611,612,"Metcalf, James",GB,154,1.66,3.25,Queensberry,"Schofield, George",Male
612,613,"Fox, Mykal",US,147,1.66,3.0,Kings,"Fox, Troy",Male
613,614,"Torres, Luis",MX,135,1.66,4.0,RJJ,,Male
614,615,"Wardley, Fabio",GB,HWT,1.65,3.92,Matchroom,"Hodgins, Robert",Male
615,616,"Palmetta, Alberto ",AR,147,1.65,3.0,,"Mooney, Charles",Male
616,617,"Hamazaryan, Zhora",AM,135,1.65,3.0,Banner,"Tarverdyan, Edmund",Male
617,618,"Ahio, Hemi",NZ,HWT,1.64,4.0,DiBella,"Heimuli, Lolo",Male
618,619,"Kroll, Paul",US,147,1.64,3.0,,"Melvin, Myke",Male
619,620,"Matevosyan, Haro",DE,154,1.64,3.0,Agon,"Aldama, Franquis",Male
620,621,"Golub, Ivan",UA,147,1.63,3.0,DiBella,"Rozier, Andre",Male
621,622,"Quintana, Agustin",AR,135,1.63,2.75,O R Promotions,,Male
622,623,"Santamaria, Luke",US,147,1.62,3.0,,"Capetillo, Javier",Male
623,624,"Castillo, Starling Wilson",DO,135,1.62,4.0,Sampson,"Fundora, Freddy",Male
624,625,"Charrat, Dylan ",FR,154,1.62,4.0,Univent,"Omrani, Faycal",Male
625,626,"Cuellar, Jesus Andres",AR,135,1.6,3.0,,"Contreras, Marco",Male
